Time Pressure Temperature AccX AccY AccZ GyroX GyroY GyroZ
87280 95821.72 46.89 0.07 -0.01 -0.00 25.17 17.93 4.30
87436 95810.28 46.89 0.07 -0.02 0.00 29.94 16.79 9.77
87592 95796.79 46.89 0.07 -0.03 0.01 39.88 14.79 9.94
87748 95791.66 46.89 0.07 -0.03 0.02 52.55 -0.29 7.26
87904 95789.56 46.89 0.06 -0.03 0.02 62.94 -6.17 6.65
88060 95783.88 46.88 0.07 -0.03 0.03 64.00 -23.90 1.71
88216 95783.88 46.88 0.08 -0.02 0.04 64.00 -21.31 2.79
88372 95783.42 46.89 0.09 -0.02 0.06 64.00 -0.74 11.88
88527 95784.91 46.88 0.09 -0.01 0.05 64.00 30.88 33.67
88684 95793.40 46.88 0.09 -0.00 0.06 64.00 56.01 56.14
90691 95909.21 46.82 0.21 0.50 -1.07 -64.00 64.00 64.00
91355 96000.85 46.80 -1.12 0.96 -0.80 -0.62 -64.00 -64.00
91511 96022.27 46.79 -0.27 1.10 -0.43 -64.00 -43.27 64.00
91668 96047.30 46.79 -0.60 1.22 -0.58 64.00 64.00 32.93
91825 96049.08 46.78 -0.68 0.79 -0.74 -60.44 -6.54 59.35
91982 96073.72 46.77 -0.40 0.77 -0.56 -64.00 -64.00 64.00
92141 96086.07 46.77 -0.14 1.17 -0.03 -64.00 -64.00 -27.38
92298 96102.97 46.77 -1.08 2.38 0.22 -64.00 -64.00 -64.00
92455 96105.09 46.75 -0.89 1.30 0.18 36.50 -64.00 -53.94
92612 96111.88 46.75 -0.05 0.19 0.43 56.41 64.00 64.00
92768 96117.27 46.74 0.89 -0.56 0.49 -64.00 64.00 -64.00
92925 96128.03 46.73 -2.17 -0.51 -0.60 -64.00 -64.00 29.55
93082 96127.98 46.73 2.57 1.23 0.91 -64.00 -64.00 -64.00
93238 96141.25 46.72 0.79 -0.46 0.02 -64.00 64.00 46.31
93394 96146.30 46.71 -1.27 -0.26 0.08 64.00 64.00 -64.00
93553 96155.01 46.70 -2.86 0.92 -2.99 -64.00 64.00 64.00
93710 96159.23 46.69 -0.44 -0.16 -0.30 8.65 -64.00 -64.00
93867 96163.33 46.69 -1.04 3.34 -1.05 64.00 -64.00 64.00
94025 96170.20 46.68 -2.28 0.92 -2.31 -64.00 -64.00 -64.00
94182 96178.47 46.68 -0.42 -0.33 -0.63 64.00 -64.00 -64.00
94338 96188.16 46.67 -1.72 -0.08 -1.12 -64.00 64.00 64.00
94495 96198.11 46.67 -1.18 2.38 0.80 -64.00 64.00 -64.00
94653 96200.94 46.65 0.60 -0.13 -0.59 64.00 -64.00 -64.00
94809 96203.86 46.64 0.30 -0.14 -1.14 64.00 -64.00 -64.00
94968 96218.70 46.63 -1.43 1.96 0.62 64.00 64.00 64.00
95124 96219.91 46.63 -3.34 3.10 -0.91 -64.00 64.00 64.00
95281 96227.30 46.62 -1.18 0.64 -0.38 64.00 64.00 64.00
95438 96240.22 46.62 0.72 -0.44 0.27 64.00 -64.00 -21.37
95595 96247.66 46.61 -0.23 0.69 -0.27 64.00 -64.00 -64.00
95752 96247.56 46.61 0.54 0.75 0.10 64.00 64.00 64.00
95909 96255.64 46.60 -0.12 -0.03 0.07 -64.00 64.00 64.00
96065 96264.17 46.60 -2.46 2.22 -1.68 64.00 64.00 64.00
96222 96263.08 46.59 -2.62 2.04 -1.34 -64.00 64.00 64.00
96382 96275.32 46.59 -0.18 0.27 -0.00 -64.00 64.00 64.00
96538 96285.63 46.59 -0.70 1.02 -0.77 64.00 64.00 64.00
96695 96290.73 46.58 0.29 3.07 0.81 -64.00 -64.00 -64.00
96853 96298.83 46.58 -0.37 -0.13 -0.29 64.00 64.00 64.00
97009 96304.39 46.57 0.67 0.58 0.57 64.00 -45.91 64.00
97167 96306.56 46.57 -0.58 -0.32 -1.49 -64.00 -64.00 -64.00
97324 96318.73 46.56 -1.14 -0.00 -0.82 64.00 -64.00 -64.00
97480 96324.89 46.56 0.46 1.65 0.07 64.00 -64.00 -64.00
97637 96326.53 46.55 -2.63 1.03 -1.02 50.57 -64.00 -9.30
97795 96329.75 46.53 -0.12 0.46 -1.57 64.00 -64.00 -64.00
97953 96349.87 46.53 0.43 -0.29 0.31 -64.00 64.00 64.00
98109 96346.19 46.53 -0.31 1.71 -0.13 -64.00 -64.00 -64.00
98267 96360.97 46.52 -0.61 0.86 -0.63 64.00 64.00 64.00
98423 96376.34 46.52 -0.82 1.21 -1.21 -64.00 -64.00 -64.00
98581 96384.59 46.52 -0.35 0.44 -0.75 64.00 -64.00 -64.00
98737 96389.16 46.50 -0.91 3.02 -0.17 -64.00 -64.00 -22.11
98894 96391.03 46.49 0.72 1.48 -2.61 -64.00 -64.00 -64.00
99054 96410.98 46.49 -0.26 0.10 -0.70 -64.00 64.00 -64.00
99210 96419.00 46.48 0.22 1.02 1.06 -64.00 64.00 -64.00
99367 96421.16 46.48 0.42 0.63 0.04 -64.00 -64.00 -64.00
99524 96434.87 46.47 -0.26 0.21 -0.19 -64.00 -64.00 -64.00
99681 96440.16 46.47 -0.59 1.79 -0.23 -64.00 64.00 14.38
99837 96449.56 46.46 1.50 3.10 1.46 64.00 64.00 -64.00
99993 96455.08 46.46 -0.03 -0.53 0.23 -64.00 64.00 1.46
100150 96469.45 46.45 -2.14 1.17 -1.40 64.00 64.00 64.00
100306 96472.31 46.45 -2.99 2.36 0.18 -64.00 64.00 64.00
100464 96487.73 46.45 -0.10 -0.56 0.25 0.84 64.00 -64.00
100621 96492.89 46.44 -0.31 1.17 0.43 -64.00 64.00 64.00
100778 96494.78 46.43 -0.99 -0.12 -0.95 -64.00 -64.00 -64.00
100935 96507.12 46.44 -0.90 -0.49 -1.05 64.00 -64.00 -64.00
101092 96520.70 46.42 0.16 0.27 -0.99 64.00 -64.00 -64.00
101248 96525.55 46.42 -0.60 1.32 1.11 -64.00 -64.00 -64.00
101405 96532.98 46.41 1.14 2.77 0.32 -64.00 -64.00 -64.00
101562 96539.61 46.40 -0.59 0.26 0.22 -64.00 -2.79 -64.00
101719 96547.67 46.40 -1.83 1.63 -1.58 64.00 64.00 64.00
101878 96554.20 46.40 0.01 0.91 -0.54 -64.00 64.00 64.00
102034 96559.89 46.39 -0.38 0.04 1.48 44.38 64.00 64.00
102191 96569.78 46.39 0.14 0.21 -0.30 57.05 64.00 64.00
102348 96582.70 46.39 0.37 0.58 0.83 -33.56 64.00 64.00
102505 96583.73 46.39 -0.37 0.74 0.91 64.00 64.00 64.00
102662 96601.53 46.38 -0.65 0.04 -0.72 64.00 64.00 64.00
102818 96609.33 46.38 0.48 0.61 1.25 -64.00 64.00 64.00
102975 96609.21 46.38 1.52 0.07 1.02 10.57 -64.00 -64.00
103132 96618.10 46.37 -0.91 1.09 -0.08 -2.61 -64.00 -64.00
103290 96626.27 46.37 -2.15 2.07 -0.34 -64.00 -64.00 64.00
103448 96632.77 46.36 -0.15 -0.30 -0.70 64.00 -64.00 -64.00
103605 96643.80 46.36 0.20 0.03 -0.59 64.00 -64.00 63.49
103761 96644.08 46.35 -0.53 1.73 -0.50 -15.97 -64.00 64.00
103918 96656.30 46.35 -1.50 2.41 -1.84 -64.00 -64.00 -34.65
104076 96666.70 46.34 -0.25 -0.32 -0.28 64.00 -64.00 64.00
104232 96669.03 46.34 -0.11 0.75 0.02 64.00 -64.00 -64.00
104390 96674.45 46.33 -2.04 4.00 -3.12 -64.00 -64.00 -64.00
104549 96700.37 46.33 -1.02 0.66 -0.95 64.00 64.00 64.00
104706 96705.20 46.32 -0.48 0.93 -0.63 -64.00 64.00 64.00
104863 96705.92 46.31 0.56 -0.85 -0.87 -64.00 64.00 -64.00
105019 96715.26 46.31 -0.70 -0.22 -1.05 64.00 64.00 -64.00
105177 96723.33 46.30 0.07 -0.06 -0.14 -64.00 64.00 64.00
105333 96734.37 46.30 1.93 3.33 0.34 -64.00 -64.00 -64.00
105491 96743.69 46.29 -0.28 -0.43 -0.48 -64.00 64.00 64.00
105647 96749.59 46.28 -0.55 1.54 0.46 -64.00 -64.00 -35.64
105804 96751.82 46.27 -1.09 -0.91 0.61 64.00 64.00 64.00
105963 96772.84 46.26 -0.33 -0.48 -0.28 -64.00 64.00 64.00
106119 96779.16 46.26 -1.53 2.17 -1.00 17.75 -64.00 64.00
106275 96776.77 46.26 -0.58 0.05 0.56 64.00 64.00 64.00
106432 96794.52 46.26 -0.66 1.33 -0.89 64.00 64.00 -64.00
106589 96799.86 46.26 -0.62 0.38 0.42 -64.00 64.00 64.00
106746 96804.98 46.26 -1.20 -0.66 1.32 -64.00 64.00 64.00
106904 96826.38 46.25 -0.16 -0.27 -0.37 51.98 64.00 64.00
107060 96833.77 46.25 -0.10 1.29 0.96 -64.00 64.00 64.00
107217 96840.23 46.24 -0.46 2.72 -0.32 -64.00 -64.00 24.27
107376 96851.48 46.23 0.19 -0.33 0.26 -64.00 64.00 64.00
107534 96860.91 46.22 -0.82 0.50 -0.00 -64.00 64.00 -64.00
107690 96863.72 46.22 -0.51 -0.70 1.64 -64.00 64.00 64.00
107847 96873.38 46.23 -0.39 0.87 -1.16 64.00 64.00 -51.98
108005 96883.98 46.22 -1.85 -0.44 0.14 -64.00 -64.00 64.00
108162 96893.97 46.22 -2.58 0.95 -1.97 -13.00 -64.00 -64.00
108319 96907.30 46.20 -1.07 -0.00 -0.10 64.00 64.00 64.00
108475 96909.42 46.19 -2.37 1.32 -1.05 17.81 -64.00 -64.00
108633 96926.78 46.18 0.24 1.18 0.39 64.00 64.00 -64.00
108790 96931.60 46.18 -0.69 3.21 -1.72 -64.00 -64.00 -64.00
108947 96944.61 46.17 -0.05 -0.29 0.10 64.00 -64.00 64.00
109104 96957.64 46.16 -1.26 0.17 -1.38 -64.00 -64.00 64.00
109261 96962.25 46.16 0.43 0.11 -0.46 64.00 -64.00 -64.00
109418 96976.92 46.16 -1.31 1.95 -0.29 -64.00 -64.00 -64.00
109576 96976.63 46.16 -0.95 2.15 -2.57 -64.00 -64.00 -56.48
109732 96992.02 46.15 -1.52 0.78 -1.48 64.00 64.00 64.00
109889 97005.45 46.15 -1.33 2.13 -0.43 -64.00 -64.00 -64.00
110048 97002.04 46.15 -1.29 -0.17 1.19 64.00 64.00 64.00
110204 97031.28 46.14 -0.56 0.17 -0.78 64.00 64.00 64.00
110361 97042.55 46.14 -0.35 0.14 0.22 -2.87 -64.00 64.00
110517 97045.03 46.14 -0.72 1.17 0.05 48.62 -64.00 -64.00
110674 97053.59 46.13 0.77 0.83 -0.31 -17.22 -64.00 -64.00
110832 97069.53 46.12 0.01 -0.37 -0.50 64.00 -64.00 -64.00
110988 97075.08 46.12 0.31 0.90 1.39 -64.00 64.00 -64.00
111145 97084.24 46.12 -0.17 1.86 -2.36 -64.00 -64.00 -64.00
111305 97095.80 46.11 0.50 -0.30 -0.88 64.00 64.00 64.00
111461 97103.84 46.11 -0.09 1.25 0.65 -64.00 64.00 64.00
111618 97117.14 46.10 0.05 1.52 -0.07 10.25 64.00 64.00
111775 97124.55 46.09 -0.07 0.25 0.10 -64.00 -64.00 64.00
111931 97138.53 46.09 -0.47 1.15 -0.09 -64.00 -64.00 -64.00
112088 97142.44 46.08 -0.74 1.64 -3.10 -64.00 -64.00 -64.00
112246 97160.59 46.08 -1.03 0.84 -1.10 -64.00 -64.00 -64.00
112402 97165.41 46.08 -0.44 1.14 0.26 -64.00 64.00 -7.93
112558 97178.03 46.07 0.11 0.50 0.39 64.00 64.00 -9.34
112716 97184.39 46.06 0.09 0.54 0.58 64.00 64.00 64.00
112874 97194.85 46.06 -0.06 0.42 0.33 -64.00 64.00 -64.00
113031 97203.50 46.06 -0.29 0.84 -0.39 -64.00 -64.00 -64.00
113188 97211.18 46.06 -0.28 0.57 -0.40 -64.00 -64.00 -64.00
113344 97219.14 46.06 -0.63 0.04 0.28 64.00 64.00 11.96
113501 97228.05 46.05 -1.11 0.96 -0.59 64.00 -64.00 -64.00
113657 97247.28 46.05 -1.72 1.02 -1.85 -64.00 -64.00 64.00
113815 97258.00 46.05 -0.01 0.20 -1.10 -64.00 -64.00 -64.00
113971 97263.45 46.04 -1.43 1.58 -0.68 64.00 -64.00 -64.00
114130 97276.59 46.04 -2.84 1.03 -0.96 -64.00 64.00 64.00
114288 97280.56 46.03 -0.35 -0.12 0.06 64.00 -64.00 -64.00
114444 97290.22 46.03 -0.58 1.84 0.31 -64.00 64.00 64.00
114601 97293.69 46.02 -1.81 0.34 -0.74 -55.95 64.00 64.00
114758 97304.64 46.01 -0.43 0.31 -0.78 64.00 64.00 64.00
114915 97318.24 46.01 -0.41 0.19 0.69 -64.00 -64.00 64.00
115072 97318.11 46.00 -0.03 0.36 -0.26 64.00 64.00 64.00
115230 97324.63 46.00 -0.07 0.81 -0.24 64.00 -64.00 -64.00
115388 97337.77 45.99 -1.66 0.02 -0.93 -64.00 64.00 64.00
115545 97351.56 45.99 -1.07 0.46 -1.05 64.00 64.00 64.00
115702 97357.42 45.98 -0.14 1.35 0.93 -64.00 64.00 64.00
115859 97365.73 45.98 -2.58 0.76 -0.70 -64.00 64.00 64.00
116017 97375.80 45.98 -0.23 -0.00 -0.53 64.00 64.00 64.00
116173 97385.10 45.97 0.45 0.38 1.11 35.79 64.00 64.00
116329 97389.36 45.97 -1.09 0.58 -1.24 64.00 -25.30 -64.00
116486 97400.69 45.97 0.13 0.63 0.00 -64.00 -64.00 64.00
116643 97412.23 45.97 -0.81 0.49 -0.39 34.72 -64.00 -64.00
116966 97429.31 45.95 -1.60 0.51 -0.23 64.00 -64.00 -64.00
117123 97434.58 45.94 -1.76 1.73 -2.90 -64.00 -64.00 58.67
117280 97445.88 45.93 -0.24 0.35 -0.49 64.00 -64.00 -64.00
117436 97462.17 45.93 -0.73 2.16 -1.00 64.00 32.11 64.00
117592 97466.89 45.92 -0.90 1.44 0.75 64.00 64.00 64.00
117750 97479.63 45.92 -1.03 0.40 -0.80 64.00 64.00 64.00
117906 97485.55 45.92 -0.47 0.93 0.29 -64.00 64.00 64.00
118063 97486.56 45.92 1.13 0.24 1.05 -64.00 -64.00 -64.00
118220 97494.39 45.91 -0.22 -0.15 -0.91 64.00 -64.00 -64.00
118380 97507.28 45.90 -0.25 0.80 -1.54 -64.00 -64.00 64.00
118535 97512.73 45.90 1.52 1.21 -0.04 64.00 64.00 3.27
118693 97522.07 45.90 -0.23 -0.01 -0.17 -64.00 64.00 64.00
118849 97533.09 45.90 0.72 1.40 1.07 64.00 64.00 64.00
119005 97538.82 45.89 4.00 1.65 1.20 -64.00 -64.00 -64.00
119163 97550.08 45.89 -0.48 0.75 -0.05 64.00 -64.00 -64.00
119320 97560.83 45.89 -0.29 0.31 -0.74 -64.00 -64.00 64.00
119476 97562.73 45.88 -1.69 -0.17 -1.02 64.00 -64.00 -56.68
119633 97571.90 45.87 1.48 1.02 -0.18 -64.00 -64.00 -64.00
119792 97575.34 45.87 -0.09 0.54 -0.05 -42.51 64.00 64.00
119949 97589.42 45.86 -0.47 0.09 -0.70 64.00 64.00 64.00
120106 97597.97 45.87 -1.72 1.96 -1.07 -64.00 -64.00 -64.00
120263 97607.87 45.87 0.08 -0.30 0.23 -64.00 -48.55 -64.00
120419 97615.86 45.86 0.54 1.01 0.54 -64.00 64.00 -64.00
120577 97622.66 45.85 0.08 0.09 -0.46 -64.00 26.61 -64.00
120734 97619.56 45.84 -3.00 -0.98 -0.03 50.01 -64.00 -64.00
120890 97621.05 45.84 -0.18 -0.59 0.81 64.00 -14.98 -64.00
121048 97622.47 45.84 -0.12 -0.55 0.81 -3.01 3.96 5.40
121204 97622.18 45.84 -0.09 -0.49 0.85 1.44 2.45 -0.85
121360 97622.02 45.84 -0.10 -0.49 0.84 0.92 1.72 -0.40
121516 97620.91 45.84 -0.10 -0.49 0.85 1.15 2.76 -0.66
121673 97623.83 45.84 -0.09 -0.49 0.85 1.12 2.66 -0.80
121828 97623.66 45.84 -0.09 -0.49 0.85 1.12 3.10 -0.48
121984 97623.58 45.83 -0.09 -0.49 0.85 1.15 2.92 -0.74
122140 97621.81 45.83 -0.09 -0.49 0.85 1.18 2.85 -0.54
122297 97625.80 45.83 -0.09 -0.49 0.85 1.25 2.93 -0.57
122454 97625.73 45.83 -0.09 -0.49 0.85 1.04 2.76 -0.56
122611 97625.34 45.83 -0.09 -0.49 0.85 1.22 2.88 -0.78
122767 97625.63 45.82 -0.09 -0.49 0.85 1.04 2.97 -0.58
122922 97622.84 45.82 -0.09 -0.49 0.85 1.13 2.84 -0.55
123079 97621.88 45.82 -0.09 -0.49 0.85 1.02 2.96 -0.06
123235 97623.13 45.82 -0.09 -0.49 0.85 1.26 2.73 -0.50
123391 97623.75 45.82 -0.09 -0.49 0.85 1.10 3.00 -0.06
123546 97626.19 45.82 -0.10 -0.49 0.85 1.12 2.70 -0.37
123702 97626.45 45.81 -0.10 -0.49 0.85 1.13 2.78 -0.22
123860 97622.81 45.81 -0.10 -0.49 0.85 1.10 2.90 -0.52
124016 97626.17 45.81 -0.10 -0.49 0.85 1.29 2.73 -0.52
124171 97625.14 45.81 -0.10 -0.49 0.85 1.10 2.72 -0.60
124327 97624.86 45.81 -0.10 -0.49 0.85 1.07 2.69 -0.43
124483 97624.41 45.80 -0.10 -0.49 0.85 1.17 2.93 -0.51
124638 97623.47 45.80 -0.10 -0.49 0.85 1.15 2.83 -0.60
124794 97626.80 45.81 -0.10 -0.49 0.85 1.21 2.95 -0.47
124951 97625.00 45.80 -0.10 -0.49 0.85 1.19 3.04 -0.62
125106 97623.41 45.80 -0.10 -0.49 0.85 1.07 3.07 -0.43
125263 97622.56 45.80 -0.10 -0.49 0.85 1.10 2.85 -0.26
125431 97624.02 45.79 -0.10 -0.49 0.85 1.10 2.90 -0.32
125591 97622.48 45.79 -0.10 -0.49 0.85 1.13 2.96 -0.24
125750 97621.23 45.79 -0.10 -0.49 0.85 1.07 2.77 -0.27
125908 97620.14 45.79 -0.10 -0.49 0.85 1.11 2.99 -0.36
126066 97623.61 45.79 -0.10 -0.49 0.85 1.34 2.62 -0.44
126225 97624.23 45.79 -0.10 -0.49 0.85 1.17 2.76 -0.68
126383 97622.87 45.79 -0.11 -0.49 0.85 1.16 2.88 -0.60
126542 97624.58 45.79 -0.11 -0.49 0.85 1.14 2.98 -0.33
126701 97624.52 45.79 -0.11 -0.49 0.85 1.32 2.53 -0.49
126862 97621.45 45.79 -0.11 -0.49 0.85 1.40 2.82 -0.49
127020 97621.09 45.78 -0.11 -0.49 0.85 1.16 2.69 -0.62
127178 97622.73 45.78 -0.11 -0.49 0.85 1.22 2.89 -0.47
127336 97623.08 45.78 -0.10 -0.49 0.85 1.24 2.80 -0.62
127495 97624.10 45.78 -0.11 -0.49 0.85 1.21 2.68 -0.40
127653 97624.10 45.78 -0.11 -0.49 0.85 1.17 2.69 -0.52
127811 97622.56 45.78 -0.11 -0.49 0.85 1.40 2.70 -0.55
127970 97621.91 45.77 -0.11 -0.49 0.85 1.28 2.71 -0.37
128128 97624.13 45.77 -0.11 -0.49 0.85 1.15 2.70 -0.31
128288 97622.45 45.78 -0.11 -0.49 0.85 1.36 2.58 -0.36
128447 97622.63 45.78 -0.11 -0.49 0.85 1.23 2.62 -0.54
128606 97623.98 45.78 -0.11 -0.49 0.85 1.25 2.66 -0.41
128765 97623.45 45.77 -0.11 -0.49 0.85 1.23 2.64 -0.06
128923 97623.96 45.77 -0.11 -0.49 0.85 1.45 3.04 -0.35
129082 97621.69 45.77 -0.11 -0.49 0.85 1.17 2.51 -0.42
129240 97623.22 45.77 -0.11 -0.49 0.85 1.52 2.83 -0.36
129399 97622.37 45.77 -0.11 -0.49 0.85 1.45 2.78 -0.82
129557 97621.00 45.77 -0.11 -0.49 0.85 1.08 2.38 -0.26
129717 97624.75 45.77 -0.11 -0.49 0.85 1.38 2.34 -0.73
129875 97624.30 45.77 -0.11 -0.49 0.85 1.54 2.68 -0.60
130034 97625.66 45.77 -0.11 -0.49 0.85 1.27 2.45 -0.64
130192 97625.09 45.77 -0.11 -0.49 0.85 1.26 2.52 -0.40
130351 97625.04 45.77 -0.11 -0.48 0.85 1.11 2.11 -0.36
130509 97624.41 45.77 -0.11 -0.49 0.85 1.20 2.88 -0.91
130667 97623.50 45.77 -0.11 -0.49 0.85 1.30 2.76 -0.56
130826 97623.11 45.77 -0.11 -0.49 0.85 1.12 2.87 -0.55
130984 97628.28 45.77 -0.11 -0.48 0.85 1.21 2.37 -0.36
131144 97624.81 45.77 -0.11 -0.49 0.85 1.20 2.37 -0.55
131302 97623.34 45.77 -0.11 -0.49 0.85 1.10 2.45 -0.46
131460 97625.44 45.77 -0.11 -0.49 0.85 2.09 2.46 -0.90
131619 97625.72 45.77 -0.11 -0.49 0.85 1.53 2.92 -0.66
131777 97624.07 45.77 -0.12 -0.48 0.85 1.23 2.34 -0.39
131936 97625.55 45.77 -0.11 -0.48 0.85 1.32 3.04 -0.64
132095 97623.84 45.77 -0.11 -0.48 0.85 1.40 2.82 -0.40
132254 97624.13 45.77 -0.12 -0.48 0.85 1.29 2.18 -0.37
132413 97627.26 45.77 -0.11 -0.48 0.85 1.25 2.82 -0.39
132573 97625.38 45.77 -0.11 -0.48 0.85 1.47 2.85 -0.47
132731 97625.55 45.77 -0.11 -0.49 0.85 1.36 2.76 -0.44
132889 97624.75 45.77 -0.11 -0.48 0.85 1.34 2.65 -0.47
133047 97624.07 45.77 -0.11 -0.48 0.85 1.31 3.20 -0.52
133205 97625.21 45.77 -0.11 -0.49 0.85 1.46 3.27 -0.99
133363 97625.95 45.77 -0.12 -0.48 0.85 1.33 2.73 -0.60
133522 97622.53 45.77 -0.12 -0.48 0.85 1.23 2.39 -0.63
133681 97624.98 45.77 -0.12 -0.48 0.85 1.13 2.44 -0.52
133839 97622.99 45.77 -0.12 -0.49 0.85 1.44 2.38 -0.29
134000 97623.16 45.77 -0.12 -0.49 0.85 1.42 2.51 -0.48
134158 97623.73 45.77 -0.11 -0.48 0.85 1.40 3.01 -0.75
134316 97624.36 45.77 -0.12 -0.48 0.85 1.11 2.15 -0.32
134474 97624.59 45.77 -0.12 -0.48 0.85 1.24 2.41 -0.42
134632 97624.19 45.77 -0.12 -0.48 0.85 1.37 2.51 -0.60
134790 97624.64 45.77 -0.12 -0.48 0.85 1.14 2.57 -0.42
134948 97625.61 45.77 -0.11 -0.48 0.85 1.22 3.46 -0.43
135106 97622.94 45.77 -0.12 -0.48 0.85 1.51 3.53 -0.51
135264 97625.09 45.78 -0.12 -0.48 0.85 1.13 2.72 -0.50
135423 97627.23 45.78 -0.12 -0.48 0.85 1.30 2.58 -0.49
135584 97625.23 45.78 -0.12 -0.48 0.85 1.25 2.56 -0.35
135743 97626.71 45.78 -0.12 -0.48 0.85 1.12 2.86 -0.29
135902 97626.03 45.78 -0.12 -0.48 0.85 1.18 2.39 -0.44
136061 97623.70 45.78 -0.12 -0.48 0.85 1.35 2.38 -0.36
136220 97623.81 45.78 -0.12 -0.48 0.85 1.41 2.36 -0.25
136378 97625.35 45.78 -0.12 -0.48 0.85 1.37 2.74 -0.62
136537 97627.73 45.78 -0.12 -0.48 0.85 1.50 2.68 -0.43
136696 97625.41 45.78 -0.12 -0.48 0.85 1.32 2.99 -0.35
136855 97625.01 45.78 -0.12 -0.48 0.84 1.37 2.20 -0.17
137015 97626.20 45.78 -0.12 -0.48 0.85 1.21 2.56 -0.54
137174 97626.20 45.78 -0.12 -0.48 0.85 1.27 2.78 -0.52
137333 97625.23 45.78 -0.12 -0.48 0.85 1.46 2.40 -0.36
137492 97626.60 45.78 -0.12 -0.48 0.85 1.45 2.71 -0.55
137651 97623.59 45.78 -0.12 -0.48 0.85 1.08 3.34 -0.42
137810 97625.63 45.78 -0.12 -0.48 0.85 1.39 3.29 -0.32
137969 97625.18 45.78 -0.12 -0.48 0.85 1.38 2.79 -0.56
138128 97625.13 45.78 -0.12 -0.48 0.85 1.03 2.96 -0.44
138287 97627.86 45.78 -0.12 -0.48 0.85 1.27 2.86 -0.77
138447 97624.84 45.78 -0.12 -0.48 0.85 1.39 3.30 -0.22
138606 97624.67 45.78 -0.12 -0.48 0.85 1.21 2.66 -0.52
138765 97625.89 45.79 -0.12 -0.48 0.85 1.17 2.64 -0.32
138924 97627.66 45.79 -0.12 -0.48 0.85 1.42 2.79 -0.24
139083 97625.55 45.79 -0.12 -0.48 0.85 1.16 2.67 -0.37
139242 97625.77 45.79 -0.12 -0.48 0.85 1.32 2.97 -0.55
139401 97625.43 45.79 -0.12 -0.48 0.85 1.41 2.92 -0.17
139559 97624.30 45.79 -0.12 -0.48 0.85 1.05 2.74 -0.19
139718 97625.94 45.79 -0.12 -0.48 0.85 1.30 2.80 -0.57
139879 97628.56 45.79 -0.12 -0.48 0.85 1.47 3.11 -0.36
140037 97626.40 45.79 -0.12 -0.48 0.85 1.22 2.71 -0.61
140195 97626.06 45.79 -0.13 -0.48 0.84 1.28 2.67 -0.40
140354 97626.40 45.79 -0.13 -0.48 0.84 1.34 2.30 -0.36
140514 97623.52 45.80 -0.13 -0.48 0.85 1.38 2.58 -0.52
140672 97626.14 45.80 -0.13 -0.48 0.84 1.24 2.83 -0.71
140832 97626.59 45.80 -0.12 -0.48 0.85 1.40 3.25 -0.34
140991 97624.89 45.80 -0.13 -0.48 0.85 1.32 2.82 -0.50
141149 97628.41 45.80 -0.12 -0.48 0.85 1.25 3.06 -0.42
141310 97625.12 45.80 -0.13 -0.48 0.85 1.43 2.96 -0.65
141469 97627.84 45.80 -0.13 -0.48 0.85 1.39 2.90 -0.57
141628 97624.61 45.80 -0.13 -0.48 0.85 1.33 2.82 -0.21
141787 97625.63 45.80 -0.13 -0.48 0.85 1.27 2.69 -0.41
141946 97626.20 45.80 -0.13 -0.48 0.84 1.37 3.05 -0.51
142105 97626.59 45.80 -0.13 -0.48 0.85 1.17 3.55 -0.17
142265 97626.80 45.81 -0.18 -0.47 0.85 -0.20 26.26 14.42
142423 97626.80 45.81 -0.19 -0.47 0.83 1.23 2.72 -0.24
142582 97627.13 45.81 -0.19 -0.47 0.83 1.43 3.17 -0.37
142742 97625.41 45.81 -0.19 -0.47 0.83 1.20 2.87 -0.22
142900 97625.48 45.81 -0.19 -0.47 0.83 1.32 3.39 -0.37
143058 97624.58 45.81 -0.20 -0.47 0.83 1.15 3.09 -0.36
143217 97625.48 45.81 -0.20 -0.47 0.83 1.24 2.82 -0.27
143376 97624.29 45.81 -0.20 -0.47 0.83 1.50 3.36 -0.17
143535 97625.60 45.81 -0.20 -0.47 0.83 1.33 2.73 -0.27
143694 97624.23 45.81 -0.20 -0.47 0.83 1.37 2.88 -0.10
143853 97627.13 45.81 -0.20 -0.47 0.83 1.19 3.11 -0.25
144012 97626.62 45.81 -0.20 -0.47 0.83 1.32 2.92 -0.25
144172 97625.97 45.82 -0.20 -0.47 0.83 1.33 3.04 -0.19
144331 97626.14 45.82 -0.21 -0.47 0.83 1.37 2.82 -0.36
144489 97625.94 45.81 -0.21 -0.47 0.83 1.30 2.78 -0.43
144648 97626.70 45.82 -0.21 -0.47 0.83 1.19 2.64 -0.31
144806 97625.34 45.82 -0.21 -0.47 0.83 1.38 2.69 -0.46
144965 97626.36 45.82 -0.21 -0.47 0.83 1.39 2.70 -0.36
145124 97623.75 45.82 -0.21 -0.47 0.83 1.47 2.86 -0.40
145282 97624.20 45.82 -0.21 -0.47 0.83 1.22 2.68 -0.51
145441 97623.86 45.82 -0.21 -0.47 0.83 1.40 2.58 -0.47
145600 97625.80 45.82 -0.21 -0.47 0.83 1.27 2.61 -0.43
145761 97624.20 45.82 -0.21 -0.47 0.83 1.53 2.85 -0.30
145920 97626.48 45.82 -0.21 -0.47 0.83 1.28 2.97 -0.23
